"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","estimate","pval_defier","N"
"Forest",-5.20348719316237,5.06840478743862,9.77916185042722e-08,-0.00933538449886113,2.00581782825513e-07,5962,0.2981,4887,0.24435,0.0157027005560216,9.77916185042722e-08,"Large"
"Saturated First Stage",-1.99900827589486,2.2501619465823,0.0228172504837571,0.0289709579537662,0.0122193334632948,5962,0.2981,5000,0.25,0.0157027005560216,0.0228172504837571,"Large"
"Forest",-12.1488494133659,22.504870239284,2.90892882116933e-34,1.40034942622225,1.85949156186454e-112,2862,0.1431,3012,0.1506,1.40606550883297,2.90892882116933e-34,"Large"
"Saturated First Stage",-7.33356118611825,24.0515105038836,1.20759820129326e-13,1.44589212013196,4.02472077038457e-128,2862,0.1431,3366,0.1683,1.40606550883297,1.20759820129326e-13,"Large"
"Forest",-12.6771020869646,12.74677310105,3.96032219908559e-37,-0.268619572903262,1.62459224860553e-37,4674,0.2337,4455,0.22275,-0.254361523570284,1.62459224860553e-37,"Large"
"Saturated First Stage",-10.3936958749108,7.38218166402027,1.77943316426849e-25,-0.247009809955587,7.78582600509578e-14,4674,0.2337,4090,0.2045,-0.254361523570284,7.78582600509578e-14,"Large"
"Forest",-7.76504912759155,12.8789427180424,4.0806791848822e-15,0.273529211787976,2.95700803987333e-38,4236,0.2118,4222,0.2111,0.258939649314519,4.0806791848822e-15,"Large"
"Saturated First Stage",-7.17365058294196,10.1472103006173,3.91042975929111e-13,0.280116989795481,1.70485439628151e-24,4236,0.2118,3821,0.19105,0.258939649314519,3.91042975929111e-13,"Large"
"Forest",-7.44929425142747,10.2053804499316,4.69204312588268e-14,0.394043585177524,9.37922693477563e-25,3659,0.18295,3446,0.1723,0.408950366505338,4.69204312588268e-14,"Large"
"Saturated First Stage",-4.52803865159668,9.12345444441113,3.01115287419044e-06,0.407406355844507,3.63835476928718e-20,3659,0.18295,3949,0.19745,0.408950366505338,3.01115287419044e-06,"Large"
"Forest",-10.5160591025072,6.97605881852995,3.64287814528861e-26,-0.481050851882555,1.51787836338325e-12,3197,0.15985,3186,0.1593,-0.492454206550991,1.51787836338325e-12,"Large"
"Saturated First Stage",-10.1319500418502,5.24453855116797,2.60311100149803e-24,-0.469581060101406,7.83369728734048e-08,3197,0.15985,3434,0.1717,-0.492454206550991,7.83369728734048e-08,"Large"
"Forest",-6.64780708966,7.62828183910936,1.48745924878758e-11,0.254905760326839,1.18951506935096e-14,3818,0.1909,3469,0.17345,0.252118349112616,1.48745924878758e-11,"Large"
"Saturated First Stage",-3.09253222040681,5.62834048718773,0.000995018745412424,0.258135786931984,9.09758275288572e-09,3818,0.1909,2491,0.12455,0.252118349112616,0.000995018745412424,"Large"
"Forest",-5.37695198885153,12.4494159952225,3.78786820704731e-08,0.748778628192408,7.04360830172815e-36,3055,0.15275,2664,0.1332,0.738723137717665,3.78786820704731e-08,"Large"
"Saturated First Stage",-4.24056112248089,10.9131017890712,1.12484725159808e-05,0.761355671127376,4.98960843227639e-28,3055,0.15275,2695,0.13475,0.738723137717665,1.12484725159808e-05,"Large"
"Forest",-4.5846468591284,8.92017124239526,2.27377182856507e-06,0.807497438878673,2.32783887351979e-19,1306,0.0653,1618,0.0809,0.816365636044051,2.27377182856507e-06,"Large"
"Saturated First Stage",-1.74069422810707,9.06666260500412,0.0408839893941239,0.819905459372216,6.13590993015406e-20,1306,0.0653,1451,0.07255,0.816365636044051,0.0408839893941239,"Large"
"Forest",-5.18569745841161,7.92040389313165,1.07603965650518e-07,0.328013969610406,1.18370151461101e-15,2725,0.13625,3040,0.152,0.313499567683649,1.07603965650518e-07,"Large"
"Saturated First Stage",-2.31213239243103,5.3665465055714,0.0103953100776276,0.29895386623273,4.01292567750319e-08,2725,0.13625,2759,0.13795,0.313499567683649,0.0103953100776276,"Large"
"Forest",-9.76715322941046,17.1826371886126,7.78836887861394e-23,0.916939454839454,1.79124156355862e-66,2518,0.1259,2578,0.1289,0.90121966212622,7.78836887861394e-23,"Large"
"Saturated First Stage",-5.14423470217035,14.453843929679,1.36855307827637e-07,0.891967434150557,1.18538495124514e-47,2518,0.1259,2991,0.14955,0.90121966212622,1.36855307827637e-07,"Large"
"Forest",-3.88637320720496,12.490964025277,5.08765172041892e-05,1.14024503254749,4.18170265164396e-36,512,0.0256,1206,0.0603,1.12463965099766,5.08765172041892e-05,"Large"
"Saturated First Stage",1.8735864018732,9.73924280862032,0.969491687757019,1.13395340932613,1.02538347182096e-22,512,0.0256,0,0,1.12463965099766,0.969491687757019,"Large"
"Forest",-5.96827580642384,5.73764445455565,1.19886907751907e-09,-0.0219528147366732,4.80011938772099e-09,5239,0.26195,5110,0.2555,-0.0174964921159871,4.80011938772099e-09,"Large"
"Saturated First Stage",-3.70615517480265,3.3751784142896,0.000105783180736687,-0.040086218852948,0.000368839251530238,5239,0.26195,5000,0.25,-0.0174964921159871,0.000368839251530238,"Large"
"Forest",-7.60740235537631,9.8546993743295,1.39829827497156e-14,-0.241662184376221,3.27060749776195e-23,4248,0.2124,3828,0.1914,-0.234138840020171,3.27060749776195e-23,"Large"
"Saturated First Stage",-6.91708356808054,5.15296754669069,2.44643722490256e-12,-0.230016142844133,1.28198175025637e-07,4248,0.2124,4327,0.21635,-0.234138840020171,1.28198175025637e-07,"Large"
"Forest",-5.0524913794446,14.649629564103,2.18042022590465e-07,1.0772667932728,6.77260828220493e-49,1739,0.08695,1966,0.0983,1.07471715780355,2.18042022590465e-07,"Large"
"Saturated First Stage",-2.2740832923701,12.2341723983136,0.0114910472311041,1.06813710964721,1.0208763023645e-34,1739,0.08695,2867,0.14335,1.07471715780355,0.0114910472311041,"Large"
"Forest",-8.3489817379489,9.38450003739077,3.4426990855924e-17,0.089500243517175,3.16078177599661e-21,5013,0.25065,4341,0.21705,0.0930692023029374,3.4426990855924e-17,"Large"
"Saturated First Stage",-6.54860312549533,7.35756579463126,3.04670928904616e-11,0.0818541832875603,9.36470500119048e-14,5013,0.25065,3226,0.1613,0.0930692023029374,3.04670928904616e-11,"Large"
"Forest",-5.31917404027831,12.9455172157681,5.21196930454549e-08,1.00597243209103,1.24540013421423e-38,1401,0.07005,1221,0.06105,1.02197464466526,5.21196930454549e-08,"Large"
"Saturated First Stage",0.913370506855646,10.4024235522476,0.819465123091498,1.02158520089448,1.20853055726889e-25,1401,0.07005,0,0,1.02197464466526,0.819465123091498,"Large"
"Forest",-7.53584221993375,5.41597133434371,2.42596479704398e-14,-0.198077322259441,3.04784336722944e-08,3613,0.18065,3964,0.1982,-0.208059299925301,3.04784336722944e-08,"Large"
